Operating Hours,Temperature (C),Vibration Level (mm/s),Load Percentage (%),Maintenance Due In (hours)
98,54.58496675557151,1.8442695315947784,72.90111058341293,4808.88
2200,66.81852319142111,4.8925029080702895,54.60476266164512,3794.41
2961,76.12595958172615,3.9905496102032303,77.66895080633537,3289.0
4973,86.61359035923226,2.5365540585419724,82.08159544136772,2254.5
4433,50.16731810214896,1.7649096106532371,85.18961554952539,2589.57
3777,73.36553832688263,4.373464930110135,68.66299072313794,2927.72
2869,64.85014382274412,2.769754019514127,78.18299855143812,3367.19
3234,92.64109108459508,3.8162825875586446,72.53432374694566,3146.88
3791,85.77766576171209,3.795127633549204,83.60280193761267,2826.98
956,79.45542672354475,0.1879338249856099,79.17784836624092,4315.32
4067,63.86328228483868,0.718643535683806,76.28781097795675,2800.15
160,95.51695510287672,3.332183895334237,62.47621834191243,4733.26
4493,52.25503386101616,0.89193707530077,50.1009258874117,2739.57
1300,55.47337993395576,1.3519173888124631,58.70408376557146,4282.01
4911,69.5815070270178,4.738525975578075,55.85330207120843,2428.69
3987,56.22187786484282,2.8448930660370686,72.45423725054734,2853.34
1527,97.82078487797124,3.7785745842968015,80.61290753809223,3950.01
1218,89.89946610716916,2.8341056200349355,60.65425043424041,4229.59
4496,62.94913258009069,2.807316712435354,96.95285479835935,2463.26
4735,79.42771144866227,0.5613443596159198,50.33410646119439,2566.36
3104,99.11652575400409,1.7839496437846052,88.61505075826715,3138.85
2735,94.20994890657516,1.4839114035639076,81.26023847652212,3372.94
4555,80.0399223221099,2.014568991506705,68.6777400523841,2548.89
954,95.18619835876352,4.011886522299209,52.5244472206204,4379.89
4565,99.45924549066794,1.922470072792638,81.37432858921397,2442.49
3446,87.1676411446812,2.3133144142352453,69.28067564328241,3083.13
1045,53.2493204741447,2.0471688133780512,96.81335697066096,4216.46
1693,70.07901182127438,0.5576990626789485,77.09950374448829,3972.27
3436,91.89128676416227,2.2612535754288405,96.9825755646754,2940.69
562,61.52845979025095,1.0584854379181237,61.0241846736652,4630.24
2485,91.53212588753124,1.0149441492879032,86.28629551820516,3482.85
3354,56.016938101749794,0.5607769117279052,80.86245104243628,3151.05
225,52.34726785739065,1.8476877732946475,86.97041149156559,4679.48
4893,69.20453057456248,3.8116612354681454,60.73339319862684,2423.31
959,51.83659687133069,1.454564283858641,83.24972581188868,4336.03
4548,97.86351314916628,1.6305105992390168,74.90201965284345,2489.46
3067,91.3102847896983,3.249105822594876,87.1412487453158,3165.68
815,90.03848435649375,1.0596199816759029,66.35223220759089,4420.07
4754,81.48889614980766,4.495093859075318,94.50285127326262,2292.56
4642,60.81620115182768,2.648933563932617,54.21506573056752,2609.8
3120,75.91301833381961,2.2932544075690635,90.3594659395594,3163.44
16,79.86370362151705,2.833318940453087,93.06598129075454,4688.61
1243,76.25157504301342,0.9135681357393578,90.86261556834106,4112.55
2205,63.011668397576365,3.106018379331964,75.6363197130888,3712.23
2524,75.76239621573629,1.8791936095066517,71.91924900153806,3558.09
1069,74.55931704343132,4.496213070726633,99.81311432624383,4122.35
3444,99.8167887903362,0.927385612720662,61.45859756070811,3111.8
2565,94.8718074023102,2.584550408940661,77.34379829380222,3465.19
1060,73.16903741078099,3.0307518839081884,83.53377626911629,4225.69
2327,81.14686914675593,0.263579648753268,85.0433817930716,3596.35
3420,87.39358020461142,1.8820963113050877,60.20123328692893,3145.39
301,51.743258011691246,3.689912650034081,82.69970461699006,4645.62
4276,94.746072061392,4.1198497864999695,90.91847832406688,2526.72
606,93.00634082089618,1.6344937746046837,52.50092884105561,4582.14
3170,72.87160488868537,4.013107034675481,95.57606466626582,3101.25
699,69.558488304019,4.842003797806606,51.4752027572603,4555.59
1139,63.64796874281575,4.298682286767961,67.79855162441972,4271.22
190,73.83384141651842,0.6764555419806935,50.790659811648105,4846.61
2300,52.21883317666184,3.724678627219149,53.85725842697909,3789.03
980,92.6096766673504,1.666367478958669,95.55841425900395,4180.32
2975,51.77111842092725,4.943238348119175,67.74304153730739,3370.81
1184,66.45256826849355,2.478259017483447,71.23857652125264,4244.12
3327,96.5794744159495,0.6999261019588111,60.767219069127634,3182.51
3394,86.76063272617264,3.653409185334215,79.85478850933599,3043.67
127,64.06954802887634,1.682754872092448,79.74016073388948,4742.83
2065,62.632454698044256,4.985682969700142,68.61001959126096,3799.33
1816,50.2541069909013,4.900934043487157,66.65174359026992,3959.22
569,84.7857146424875,3.315056688300846,94.2482154090294,4391.54
1895,52.43917908365866,0.7361495998634161,69.16421198211006,3944.44
2733,76.63012597003811,3.4656188886076427,74.67504960772041,3422.21
3863,98.10609862960249,0.5558493836541334,64.16523812124653,2895.9
4721,55.473443002722696,0.2438843796017223,89.33847516785636,2429.42
4014,94.72399654840336,4.132496386485282,69.87240784495458,2762.87
2901,99.5737667572524,1.1277894436500389,75.68055232721622,3310.67
1686,53.07585131196176,1.9572329184735773,62.66785850298307,4067.94
3009,94.14531345687304,4.8699412108832485,99.3829796170626,3111.6
154,75.80395102218083,1.750518459119406,64.57478704618615,4781.01
2537,95.325685972229,1.552799928288245,88.53712654527757,3432.63
1409,78.56594709597871,4.599219198151599,71.37478251783796,4085.5
4057,83.10560050532823,0.6426673820628948,60.310870254207,2847.31
784,77.18894539986997,3.821953809561696,89.98593819824306,4315.47
3175,93.22464401536745,4.941521276598593,66.68033945145216,3193.23
4341,86.69549594768509,4.51635045279578,93.25966736989056,2494.65
2806,76.06301560902074,3.293172801661487,95.76285924589116,3283.13
537,93.40804020257735,1.638897895464387,92.9911917695638,4413.34
1841,62.26427661276673,1.3461777077737522,51.75039574034028,4032.76
2455,57.8670329851263,4.114350013870159,89.36866725025527,3518.78
524,58.0200052665036,4.4111273783633065,70.56697332495719,4575.01
2950,66.7004439372619,2.6746310714738954,93.68614600911124,3246.42
4131,61.93450156505088,1.2972657098536844,81.89771313423694,2738.17
4780,96.50451752548692,0.6534217212147504,91.68215670719792,2302.05
4115,55.2917046914292,0.5271793923759728,74.97158849334177,2801.79
2368,84.94953690197939,3.623479492033893,76.75127522994664,3576.11
3847,59.46107698925029,2.1585817664538527,57.21938160668336,2999.9
4495,94.08185663851752,4.536263383961565,89.19936793446777,2422.98
2701,98.06576440924536,3.7243893735611424,70.96948058334858,3411.28
971,73.27350043849918,1.0371760477814749,75.00400591357914,4332.56
1166,93.95357401140656,3.1075093521969257,89.25488570478538,4101.74
4929,50.25725853773574,2.233976726550981,79.94227000397194,2362.93
2774,90.997345870405,2.9285236807662045,60.05493637213337,3451.45
1982,61.43125807624617,3.7165387043587343,79.51163295754463,3801.41
853,95.4350654634684,4.050359816918575,70.38164289898279,4340.22
4146,50.05600557400548,4.234312899392949,73.47627710219314,2767.16
3736,77.80908675198785,1.3444768854029214,51.41556372013339,3055.86
3769,87.83179018924673,0.2524664395950526,60.50146747581408,2984.8
574,62.9344165348954,3.7225442023073887,64.05190406905142,4579.65
3261,59.656643229364654,0.6210842586532955,85.64800039294029,3165.74
1148,54.20491122339924,1.6431059842035416,50.574623664905765,4398.29
1715,66.32167882516465,0.118703957209301,70.4388630614566,4006.48
4777,77.99221561544147,3.4401804637679385,96.20134352128665,2290.11
4933,55.79219283901288,0.9189468562089842,55.594030827456194,2484.76
3854,68.83476809933994,3.3108838074891254,75.82121941093055,2873.12
2491,50.45362023263625,4.9595388241224105,89.32611911954235,3507.37
2660,90.93397102499208,0.4560872708890798,97.12656537600584,3347.94
3124,56.422435904659565,0.4776822585621574,87.3388319766859,3233.68
3051,64.16714741327908,1.7678624540667072,86.0282774322203,3248.35
4,50.92138593691087,4.345293919831576,91.32440450978812,4746.08
4869,71.61203919462562,1.1560963570775262,72.31006104887719,2399.16
876,92.00607513706096,1.8658513176587035,90.29222663089166,4257.87
991,69.60756057225983,0.4356764924721999,50.39822023727256,4458.94
4142,58.97486617119167,3.8394609271685582,96.22805276884024,2641.52
4364,87.68494170252596,2.100701079521311,72.16532547585877,2610.8
4465,89.44034909353721,3.82031879199813,77.66900939328738,2512.07
635,58.68767376537834,4.527678437299296,62.74411244574412,4556.13
1693,88.5427054270495,1.2405394207963152,87.12654164202107,3878.38
1682,97.36489441281692,4.056240548665762,53.83179032376244,4004.55
4752,58.31887934661361,0.3895600613834411,93.63179012734176,2385.31
119,88.54921462660678,4.504352202083212,91.40584145031714,4611.33
830,85.42860023013147,3.2887658830378625,60.80300581223832,4427.24
3675,73.67869442175443,4.383710948277923,90.46621991426312,2868.97
1369,52.89602302793992,0.1009231578272513,89.31788665307408,4112.11
740,53.7347208878927,0.9284972447443632,81.61082988769745,4455.19
116,92.62073295993238,2.009820998389811,68.67600884498438,4743.28
2838,99.50741863753235,1.9595642265361213,63.57493770909339,3394.51
1150,83.80261285933773,1.2109788763252023,61.5891795144675,4287.34
1931,72.29791535051608,1.9698985053492808,65.93044813818035,3890.55
1012,82.37868217009537,0.7313586888012487,95.17792217162652,4196.04
1664,79.71979296142726,2.122529533403528,53.882038799439066,4067.92
1081,69.18061302028109,4.031536212880395,91.44356381264794,4173.61
4729,53.28130722870065,2.447443309206421,67.44450375209118,2517.24
512,91.07564737037204,0.1882004358315534,76.07996980056791,4529.57
2849,68.59167646193623,2.1650758037383127,89.72428168242453,3318.04
559,90.93928216785469,0.2331575788451364,94.21882735114856,4415.2
3672,62.62543748441911,4.834592712463311,67.23907100363235,3004.21
4583,50.05147399228167,0.724524401172058,73.09217406375552,2585.69
4992,57.94691416383783,3.5676727990200323,70.72580324083961,2348.8
3343,73.42697083842921,4.86660398217122,50.66255167519553,3229.67
4070,97.21518174789148,4.147591353166202,64.79714444293283,2755.11
4799,55.10968098468595,3.5266453381183984,72.95946168662809,2440.22
1470,92.7104887230783,4.213358456553758,70.55468044402198,4034.67
580,76.3512048105931,4.910813596977075,86.09646137578397,4427.71
2294,91.29603828999484,3.144588036542295,69.24018086105517,3642.76
3147,64.91872154949964,2.8400055534637,74.46882244853352,3245.92
4249,91.9973582336236,3.178366741270079,71.48042960661817,2652.32
1679,88.64113900084023,2.71011184513162,87.03130744471852,3870.96
3506,61.5026841515717,3.211936618957622,93.14861994934812,2976.13
2744,56.566756320468905,2.3042268190655406,76.59445395037571,3458.85
3356,93.40271612661464,1.170371596128205,89.47160970975956,3026.13
4045,98.1618326720066,0.6892114099072106,64.83933410099253,2800.09
1243,51.565115687375815,0.434870584108076,77.06848050786343,4235.68
3118,86.56350334868428,1.3902473403906803,67.26149768349862,3267.66
2141,95.47622554739092,0.3260054652450958,70.71004627859152,3731.74
3059,92.86800460462491,2.8791368216049897,86.62069324063343,3172.87
4548,98.22602361351042,1.4907593904152496,94.08312411663564,2394.22
2959,88.00470392190485,4.140220559626457,56.07476955438827,3372.71
2265,72.11493811904552,0.4637802776430936,81.73196282436902,3659.97
2479,65.59759952475652,1.2091223222732812,79.10719037888992,3571.68
4646,66.03713702190637,3.678206120741715,55.92075195879659,2578.54
1635,86.22113363070585,3.0341606522791085,60.594716522005456,4026.74
1757,87.29185060154822,0.4160072291209209,65.55012473663402,3965.01
4452,60.01795717743563,4.398473340094782,58.34655354087507,2668.25
2070,93.40614067452654,4.398582637848279,62.18647412621709,3773.27
2849,85.74620201011238,1.7189992189912922,63.38003994308538,3419.92
3251,78.13751431716913,1.7679886324128673,66.78369165195298,3216.63
3730,73.57662300512564,4.946238955915852,87.46952264005796,2851.04
2489,77.16164028949791,3.1682632408063776,78.59561019253003,3526.52
1631,57.962286913963226,2.70345095078349,99.31233359757007,3894.98
2816,60.18506246381371,4.20694569940443,70.73679134837354,3425.88
1015,54.55822452030959,1.4979226579508509,87.69325369184625,4279.94
1348,57.682901908055634,2.202994707642149,93.57342106882668,4070.74
4611,72.68468173026413,1.4121057098928376,83.9489246519021,2465.26
3087,76.5177196864128,3.966888148284784,70.5932370208748,3260.83
2839,50.89309462391597,2.9094117936125685,87.67973153728764,3361.22
335,89.83989139320138,3.328242843686346,60.18335688863424,4668.62
4592,64.7083986671739,1.3363055242130923,66.37760825900662,2579.33
895,95.59180174799556,1.1791039767488445,77.33426275496444,4312.85
3546,98.37556318068889,2.4930356820164,78.77046936430742,2961.47
851,59.27294373383272,3.714072170554852,51.10707377363147,4513.28
1687,73.10486453828304,2.673674811848785,97.25570943780043,3847.27
1931,50.06159175832129,0.2599638199737761,84.8313635608695,3857.62
3746,79.91636325612134,4.355902380969415,74.78518751159456,2899.68
