filename,needs maintenance,normal
Crevice-corrosion-can-wreak-havoc-on-steel-sections_jpg.rf.a4e9949c2335cc0c6cd3813eb65f9c23.jpg,1,0
Image_5_jpg.rf.427ebb517ced874ac49d7ce4cceae653.jpg,0,1
Image_83_jpg.rf.dfbb6fc2f9984ef5347d860b72621130.jpg,0,1
img132_jpg.rf.2f026f8f1c2ee008e36678c4e8202bae.jpg,0,1
1000_F_152447198_bQazCVrSxBPlRYQ70h3lq4ystSOC63EX_jpg.rf.70a94f086d5c53c108cb0002fcac09e6.jpg,1,0
h217-rusty-metal-roof-main_jpg.rf.c4a09b886c25a16935401147313e2fbd.jpg,1,0
WhatsApp-Video-2024-01-14-at-20_36_25_3228b9ed_mp4-9_jpg.rf.cfc8177f168c32ed356e61d879893ac3.jpg,1,0
142ef780-FB_IMG_1675164489292_jpg.rf.3cb4b3b0ee4add6500e048baf494110c.jpg,1,0
craiyon_084605_very_clean_galvanized_pipe_in_an_industrial_setting_png_jpg.rf.61603aa433bbbc25f3c95fcebb8d1438.jpg,0,1
craiyon_084611_very_clean_galvanized_pipe_in_an_industrial_setting_png_jpg.rf.75f41adefe9516d034524dd06160441c.jpg,0,1
Image_116_jpg.rf.2dea03497d79b387f25e6f419f05f06d.jpg,0,1
631b75b250_jpeg.rf.fe8be09ea5fd261977bf6ff98719677c.jpg,1,0
colorImage1010_jpeg.rf.40ac552f5a0e7874b66a76acd958cdec.jpg,1,0
Image_118_jpg.rf.1eac60017d726471673c92976b0f8dcd.jpg,0,1
Image_51_jpg.rf.08d45364f3397cafae9cf6087be6f41b.jpg,0,1
1000_F_183336865_RMvIYrZc71n7UfdyFyYrxKabnT6T74EO-1-_jpg.rf.e5ae87b4c28f046436351bc405189701.jpg,1,0
craiyon_084311_very_clean_blue_pipe_joints_in_an_industrial_setting_png_jpg.rf.33b80442b54f8af0db76ea94b24d23bd.jpg,0,1
240_F_142546788_vVrWKEomRfwWJyTUp3BvBrEJzIdU2mTn_jpg.rf.627f7716036a42af66695c0f39c56370.jpg,1,0
101-_jpeg.rf.71d20460a5d568e30eb5fa84839d9acb.jpg,1,0
metal-cracks_102_jpeg.rf.eb0e8f735c120347a40cc6d564169701.jpg,1,0
Image_56_jpg.rf.3b045469d2e893eac3c36d50674df294.jpg,0,1
metal-cracks_1_jpeg.rf.bf9807785d239668f1a030c0266d8eb7.jpg,1,0
1000_F_555722366_btWplfZn2AI99v33mL6rvT2VHSiYTlxf_jpg.rf.5ddd5b6fe90cec6d249740fd7e84fa23.jpg,1,0
download-1-_jpeg.rf.9d2f0a30f1ec4513eaba73fe6f61ddeb.jpg,1,0
301-_jpeg.rf.45eb7b8635e0e79cdca28219d3a4733a.jpg,1,0
metal-cracks_1_jpeg.rf.634d27953e8ef6bbf6409acacdcdc87a.jpg,1,0
craiyon_082712_very_rusty_metal_surface_with_cracks_png_jpg.rf.d34ba90fe9f3f961de049040ea86ce84.jpg,1,0
359-_jpeg.rf.d93a0cf88bc5bca53598188cb85d9267.jpg,1,0
rust_mp4-24_jpg.rf.f8c55af6e5f2ff5af93db4e788e77d08.jpg,1,0
Screenshot-2022-08-16-100333_jpg.rf.de3a182e389ebb80f2a66f0d75e9c075.jpg,0,1
1000_F_4085865_UgLxBlMFe70np6S0brvuSZAUfpvJnjK8_jpg.rf.864153677e1893586449dc2382e75433.jpg,1,0
Fig-2-Picture-of-crevice-corrosion-in-a-ball-valve-body-made-of-stainless-steel-316_png.rf.75e181f0e1ce4469c13aaa1a0830360f.jpg,1,0
metal-cracks_138_jpeg.rf.2aeabe537b6efa71a4c1549650715e76.jpg,1,0
Image_26_jpg.rf.33bbea6cd2e2f21476f166b6d951056d.jpg,0,1
Image_102_jpg.rf.acc8def4df6348375b5f2b167c347bf3.jpg,0,1
metal_0002_sphere_600_png.rf.8c4481db0f4aff4ca1f0ab08e28e09d1.jpg,1,0
35-_jpeg.rf.9240053da9309cf37374d2bf53014704.jpg,1,0
142ef780-FB_IMG_1675164489292_jpg.rf.08ffc2456485c0094539a0db63906f75.jpg,1,0
img137_jpg.rf.127f54df82765f7f3493082a6c7f5bd9.jpg,1,0
craiyon_082842_rusty_metal_pipe_with_cracks_png_jpg.rf.cdb7f5fa9ae98a6264c1d74a073c476a.jpg,1,0
WhatsApp-Video-2024-01-14-at-20_36_25_3228b9ed_mp4-5_jpg.rf.5d6a6c285aed7775e2f4d795e8883ae1.jpg,1,0
Image_84_jpg.rf.68274c63613b4c9539507fda28f44e2b.jpg,0,1
1000_F_391955732_SasxE5ncR5gzoDJQTswXfo8ezQtnubTC_jpg.rf.34a1fe84d760c649a61c59556f673ec0.jpg,1,0
Image_4_jpg.rf.60f285b126fbb854768f25ace0f17cd1.jpg,0,1
282-_jpeg.rf.271f1149a2335753a7b5fa20458b5995.jpg,1,0
282-_jpeg.rf.b4aea8437f5747efbcbfcc0c041d5e4b.jpg,1,0
Screenshot-2022-08-16-100421_jpg.rf.75614b2c42259c5b7bc6f52421cd63f6.jpg,0,1
1000_F_206002072_ISKMzuSKoiMX5ogVZDCkSvk1Q8WruIf2_jpg.rf.2b8c830abf6c2e65a8a6caa15417576a.jpg,1,0
craiyon_085001_very_clean_red_pipe_joints_in_an_industrial_setting_png_jpg.rf.7d7806ac054dea0ec3183f6d2e90a092.jpg,0,1
Screenshot-2022-08-16-100442_jpg.rf.b6b74d34a28655344828d918d3de8147.jpg,0,1
craiyon_082712_very_rusty_metal_surface_with_cracks_png_jpg.rf.7eef01adaddf43105ff581aae0ba47f3.jpg,1,0
Screenshot-2022-08-16-100442_jpg.rf.584c72f0aeb0d3b0f7cbaf0a67541811.jpg,0,1
bdeb5ebd2d_jpeg.rf.64dfa27afb12a76fdf2e94348f203cef.jpg,1,0
craiyon_082712_very_rusty_metal_surface_with_cracks_png_jpg.rf.bdecbf56ef9992968b45daec05350cad.jpg,1,0
craiyon_082656_very_rusty_metal_surface_with_cracks_png_jpg.rf.70a16dfc5136485f5867636ae3b39539.jpg,1,0
Image_108_jpg.rf.daab0b87c8b28d6dbbf00f193ee03423.jpg,1,0
27-_jpeg.rf.bbe04f712bdf32416d4707d683fbef05.jpg,0,1
1000_F_110476806_QsS8oMUKYIA2foK416bpTbUOTP3mKMda_jpg.rf.3d0108de40ecbd6944a8f1db7334cc20.jpg,1,0
istockphoto-1296309456-1024x1024_jpg.rf.76d2c5bed6064b3247fe5defd8a26eac.jpg,1,0
1000_F_757484728_IuzOh5pDlAgdTEWjQCpgnuUQBjpVM0sO_jpg.rf.5201f204b128d3e8fef273e54fd25bf3.jpg,1,0
1f283e27c1_jpeg.rf.2a89dd7c52642bb64c1452c2c01e9470.jpg,1,0
WhatsApp-Video-2024-03-26-at-19_33_20_48113362_mp4-0024_jpg.rf.cae0c38bcea6aae126c5305ec85cad50.jpg,1,0
Image_16_jpg.rf.26b5dd5e2739c63130cf80f9c756fbc3.jpg,0,1
000040_jpeg.rf.6cfe79adeebbbc1c8a352cad93423df8.jpg,1,0
312-_jpeg.rf.99d32e2ac1094b64c18f3f0590b20406.jpg,1,0
Image_35_jpg.rf.0aa0f2b45e1486cf616ebb31bbb217e5.jpg,1,0
1000_F_126432761_fJhDhAtHUfXb7zv6XfoRa7aGfYUgKNxq_jpg.rf.911723def924ce63fd2285a930a434d6.jpg,1,0
Image_114_jpg.rf.7ee5f55d04eacaa9449db1c3ae1c5038.jpg,1,0
1000_F_128285546_TV6E6yilEKnwGYvSbYAxAehi4PGaiuF1_jpg.rf.9bcc009562146370220539daaf6b6ea4.jpg,1,0
Screenshot-2022-08-16-100511_jpg.rf.1a1469bbba68a687460d6de73b06e5ca.jpg,0,1
metallic-background-with-imperfections_23-2148744344_jpg.rf.813991442d1679657a1a30c4d8e6247f.jpg,1,0
craiyon_084427_very_clean_galvanized_pipe_joints_in_an_industrial_setting_png_jpg.rf.4ef460e3ed516c074dafcd66bcf49646.jpg,1,1
Image_62_jpg.rf.8eda16c70a6196e1af36ac216c3d8734.jpg,0,1
ffadd2719a_jpeg.rf.471e74999de3a3b72ebdcb3a0768d865.jpg,1,0
Image_107_jpg.rf.94eb6bfccd82d2c547b0d60a23cc3a5d.jpg,0,1
1000_F_241297643_PGANKajm5AuW3zHNUYcTrqzbmKPGYR9n_jpg.rf.657e24fc9c2e886f88b85fa34c8960ca.jpg,1,0
915d69bca1_jpeg.rf.915e3fd3e03051e12e129627668e62f8.jpg,1,0
277-_jpeg.rf.6680ffccb530af654b5a120ee53fc09f.jpg,1,0
rust_mp4-8_jpg.rf.508edb74f81eb4c58fc481dede9a2d45.jpg,1,1
373-_jpeg.rf.080465a87ffc064f3ecb273ff0e54421.jpg,1,0
Image_126_jpg.rf.c406f6f38374636e58470d9c06ebe577.jpg,0,1
Image_130_jpg.rf.6e7365a002c9d212a36f65f1975dd168.jpg,0,1
380-_jpeg.rf.12841bae71f8e1b7316badf4f58885a6.jpg,1,0
rust_mp4-4_jpg.rf.a813fcd715f1cf5a94dadbebbc7e98b9.jpg,0,1
WhatsApp-Video-2024-03-26-at-19_33_20_48113362_mp4-0050_jpg.rf.f6f51a418af90520ad97bf2fa7759305.jpg,1,0
1000_F_254662993_IvwddSBoeYZ1yWkZhmKYnsrKnOWFTZVb_jpg.rf.6487df963eca1e065c603885eca6eeab.jpg,1,0
82_jpeg.rf.76816db822098cd3fda223710adf06ac.jpg,0,1
large-sacrificial-anode-on-steel-hull-of-canal-narrow-barge-boat-in-ETN2R5_jpg.rf.20b90669c3474a3bc4bae5472cdefb8f.jpg,1,0
Screenshot-2022-08-16-100421_jpg.rf.e75688b73ea4728d030df264d10c5e1d.jpg,0,1
craiyon_084605_very_clean_galvanized_pipe_in_an_industrial_setting_png_jpg.rf.14f2a9c5640a1e907d02a75e9202f23b.jpg,0,1
craiyon_082712_very_rusty_metal_surface_with_cracks_png_jpg.rf.6b49c1ae699046f7660edee2f4f1abd2.jpg,1,0
1000_F_134276794_aPxl0XNIzkQECTBn42wifeTZ4RQzSrks_jpg.rf.7b4e30d5e16acda8bdfc3a8ba95eb8af.jpg,1,0
Image_146_jpg.rf.28d8a436502e97cd452dbaff47237630.jpg,0,1
173-_jpeg.rf.92e2a8558bf69002726a569db04bd869.jpg,1,0
output_jpg.rf.da44d6f9634e03d92a38bdb5fd08dab8.jpg,0,1
craiyon_085001_very_clean_red_pipe_joints_in_an_industrial_setting_png_jpg.rf.472792cd9cda95953fd3fa424c5f31a0.jpg,0,1
Image_70_jpg.rf.b65ec2495b4e724b360eaa836839d411.jpg,0,1
img114_jpeg.rf.74c0994712bb53828ba23ccbbc5390b5.jpg,1,0
Image_60_jpg.rf.d700d563ea7fefecac0f7d75a7f16699.jpg,1,0
Screenshot-2022-08-16-100333_jpg.rf.e684591932530f73469756d3c43f07b0.jpg,0,1
istockphoto-146876675-1024x1024_jpg.rf.b85d12139597365867d719b7dfc0495b.jpg,1,0
2a0eb3d209_jpeg.rf.f44ab9b198ea64e440f84a778dfad0ee.jpg,1,0
Image_128_jpg.rf.c6faea43d2b9b8ea4c097175c7288445.jpg,1,0
WhatsApp-Video-2024-03-26-at-19_33_20_48113362_mp4-0043_jpg.rf.4db7937ed21ecadb0508787acdd19ee5.jpg,1,0
3b04f536-images-12-1-_jpeg.rf.bb5f0290a9293f9b6f1895e7e1131578.jpg,1,0
Image_1_jpg.rf.1c59942b93393506dc9e40417deacaad.jpg,0,1
240_F_117088547_XSDI1Was4VIfZkP3RXUvJMkb0EC9Z1Qw_jpg.rf.6c3e7d892a0193d08edb1d0bbb24e63e.jpg,1,0
multicolored-background-rusty-metal_fa79874888_jpg.rf.a10f52384ce65e50dcc6681d524e335f.jpg,1,0
WhatsApp-Video-2024-03-26-at-19_33_20_48113362_mp4-0016_jpg.rf.846190b318e6693cc454209734ff9707.jpg,0,1
Image_115_jpg.rf.59cdd1490110c11efaa0a8c1bab2aa79.jpg,0,1
Image_47_jpg.rf.3383bd3126e84c7a8c2e9cb9b3b20d17.jpg,0,1
Image_126_jpg.rf.5aa1653b1aef15b12d3ba02f242cc624.jpg,0,1
Image_81_jpg.rf.d977a46a3fe1eb00b1d49d23c0bd884c.jpg,0,1
craiyon_084440_very_clean_galvanized_pipe_joints_in_an_industrial_setting_png_jpg.rf.21008ded4d2d4d03e5060f9bb099cc54.jpg,0,1
1000_F_641959757_9NXIMqkSxhOfI3qCRXbcnOKBVUNeZkve_jpg.rf.5256b40c0fd16cadf1a3f054da226017.jpg,1,0
Image_7_jpg.rf.85e083c634d84ec01a7fb12d33d1b69f.jpg,0,1
metal-cracks_153_jpeg.rf.8e0bfcbe35eccdade00663c67bbc047a.jpg,1,0
Galvanic-corrosion-on-mask_jpg.rf.8b177d5091b67fa434f315927d8d8a0a.jpg,0,1
Aluminium-doubler-after-the-titanium-ring-removal-_jpg.rf.f39b95c3312153c185e7134c4c7068e9.jpg,1,0
64-_jpeg.rf.e8a9096074c1ce66d0cffe82008a0c26.jpg,1,0
000195_jpeg.rf.3edddc88d4755dd0fdef2b2e507d8cdb.jpg,1,0
istockphoto-1299752026-1024x1024_jpg.rf.abbc31d0e02015a27550790afd67c421.jpg,1,0
WhatsApp-Video-2024-01-14-at-20_36_25_3228b9ed_mp4-41_jpg.rf.48d3d10025d8d3fd6e2e08ec7ed2bd86.jpg,1,0
craiyon_082656_very_rusty_metal_surface_with_cracks_png_jpg.rf.a3b81793e64c9d3fe5a59b9a837afdb2.jpg,1,0
1000_F_103960678_yp4okIXnAYar3mNhpjfRv2tF10aJmC3b_jpg.rf.d8108fc081ec502cc694ca5889c123fe.jpg,1,0
256-_jpeg.rf.d5af21fcbf2e79496779de154e0d045c.jpg,1,0
istockphoto-1133394260-1024x1024_jpg.rf.8c348289bc96ba9f51f06a58e0f1b20d.jpg,1,0
75-_jpeg.rf.a3f5c5f77b84e3a6b58e578fb9fb410c.jpg,1,0
1000_F_599203489_S01pfoz1nuALTLvpJgA3s2e2d1OAwQOf_jpg.rf.77097f99f3be9a391b34fd45d2aa53fa.jpg,1,0
101-_jpeg.rf.1870ce5eec8b9e1d672ad340fcb765d4.jpg,1,0
Image_142_jpg.rf.f644b91af3749829443e428ff14b1a77.jpg,0,1
WhatsApp-Video-2024-03-26-at-19_33_20_48113362_mp4-0049_jpg.rf.9d084c58f3ece571ef6d0d4cc774123b.jpg,0,1
179-_jpeg.rf.b691c9111dbb67a6fcb48537bc0d5e1d.jpg,1,0
Image_115_jpg.rf.574673071ae93fa04c3e18d22e2ac74f.jpg,0,1
1000_F_134132444_pqr0IL9DCoNSu968doMSPWaaWYLo0HHf_jpg.rf.d7473c16be72477dbe8ed4c5fe0864d3.jpg,1,0
Image_101_jpg.rf.863cf82119a5bf8eadf08e6edfc5b871.jpg,0,1
1000_F_740337180_wrsaXGfHdVvXs656uyaMDivJHWOjz9ti_jpg.rf.00d122308f6b975b5a62d8f1d55686a1.jpg,1,0
craiyon_084440_very_clean_galvanized_pipe_joints_in_an_industrial_setting_png_jpg.rf.0d0128981b559e596c9831b2fd706da3.jpg,0,1
000040_jpeg.rf.5f2c82eba55c257ce35125f0de865801.jpg,1,0
Image_108_jpg.rf.0279d70deefa77d3afe9fb1b81d0b1fa.jpg,1,0
85-_jpeg.rf.012203a59c64496352614183fbdafbd2.jpg,1,0
6fc1431659_jpeg.rf.b9ee0cd2661413633cc4d2115d5e64d3.jpg,1,0
2a0eb3d209_jpeg.rf.6e5e51a0a8d5450603c46c34ac1b0e5a.jpg,1,0
Image_54_jpg.rf.85d9c4a5ccc536c15bdcf4b6f3a70a06.jpg,0,1
de8587f2fb_jpeg.rf.3690a8e2e8b9041075e24734537298a1.jpg,1,0
Image_112_jpg.rf.80bdcbcb5e6426cf97080bc8ebda6a9f.jpg,0,1
174-_jpeg.rf.c7341e9d5c17f2b35aceec606f7c5a37.jpg,1,0
WhatsApp-Video-2024-03-26-at-19_33_20_48113362_mp4-0041_jpg.rf.a0d2d7556cc5a2f33f90dcda0556f361.jpg,1,0
metal-cracks_163_jpeg.rf.d9216ec1c844a9a49521f914fdb5ccdd.jpg,1,0
1000_F_120498927_KcaKV6PN534mftEAMFYg5B1WXhPLBjbL_jpg.rf.7a9a6f50b320245e7cb505fa9fac7cdd.jpg,1,0
Image_11_jpg.rf.55cfe3f53d57b2373c6a60e128dda61b.jpg,0,1
Image_137_jpg.rf.a2a9ff5528a47b43622390c726333d25.jpg,1,0
1000_F_253323560_mpvCxZl3Ee3fgnpGIOPvWq8UFwsSzuQb_jpg.rf.e7b7b7d67f4952d15736215ab6fa02e4.jpg,1,0
colorImage1037_jpeg.rf.d9c17588fc29e73c127dbd9323014150.jpg,1,0
35-_jpeg.rf.4f7f93f6580886e09e0ca03752049226.jpg,1,0
46-_jpeg.rf.d4aae34b4b21e75c549e2e6179b2d936.jpg,0,1
Screenshot-2022-08-16-100421_jpg.rf.1a181438ba1085470b198fa38e01b7e1.jpg,0,1
metal-cracks_156_jpeg.rf.d672ee82754daa677d34f08923455bb9.jpg,1,0
crevice-corrosion-in-steel-structure_png.rf.8988c14f481d3bbd82f3f03d8fe6945e.jpg,1,0
Image_140_jpg.rf.4e9121db5f7ab8a0e6146219cd3e7876.jpg,0,1
colorImage1003_jpeg.rf.6f63dacca677c4a42dad424219ba3f3b.jpg,0,1
rust_mp4-2_jpg.rf.690c824b9b5e2fc1f7ad12d7f996289c.jpg,0,1
1000_F_216029914_8u4XrDFV062zUVY529KwdWwdt8cywPEv_jpg.rf.b6d2a356109d9b9f255508bedc4d3371.jpg,1,0
1000_F_529800934_Vx3f1jVperwoK5NBkFuXOEQqGHt1UJBd_jpg.rf.6358a863c3ba00a988ed49081310d91c.jpg,1,0
Image_45_jpg.rf.75380cbbbda002562f27e0416dab8908.jpg,0,1
Image_72_jpg.rf.3399354d8ba0d252862a43e8556bc76a.jpg,0,1
1000_F_121598537_stv3H334pHE8SNEKAtMWx1QX4u0Ipx7X_jpg.rf.013b8bee613a2740a1a99729994156b7.jpg,1,0
Image_131_jpg.rf.bcd52759985b3069e60eab6fde96a732.jpg,0,1
Image_135_jpg.rf.2bd108ff102be49a423692661ec99a42.jpg,1,0
metal-cracks_143_jpeg.rf.7da20d02a12e118caebc9b1d7c93445c.jpg,1,0
258-_jpeg.rf.5a71ec1a7601711d53dabad84932763a.jpg,1,0
1000_F_273179044_2QQeISX7dmI2qT11WWLG0NTFzr60fP7Y_jpg.rf.77f9006319bcb187ff4db4b4727cd4c6.jpg,1,0
Image_39_jpg.rf.47e38f1f54ef5ec08b81df8895054e9d.jpg,1,0
1000_F_171706668_JBTZuCPTqw9tQAekKNLYL4PZBqEwjxzt_jpg.rf.b5141ee88b66420535d700c70b24d91f.jpg,1,0
craiyon_084440_very_clean_galvanized_pipe_joints_in_an_industrial_setting_png_jpg.rf.0bac6dc7c59e89f5911682b94002512c.jpg,0,1
Image_52_jpg.rf.ad36bb33f84b7254f43d0dcf4ba078a0.jpg,0,1
74cfabec53_jpeg.rf.712a9c1b6e204b107ce59d5960ec22d6.jpg,1,0
528f998b19_jpeg.rf.fed2fd0e50850ad0a1c5b94bc33f76f3.jpg,1,0
Image_3_jpg.rf.c4bf8d2a211d09d601e2cf4c5de5d5a2.jpg,0,1
6a667283a4_jpeg.rf.ecb4d08fb93e81f9339be9ff5893e9b9.jpg,1,0
metal-cracks_122_jpeg.rf.ffb6598535335bd3539089a62ff8d396.jpg,1,0
000186_jpeg.rf.35fe7eb6548abf04453efd438b82fd85.jpg,1,0
Image_113_jpg.rf.952fd6a1f83c1e0dffdc6419757b4774.jpg,0,1
